,CustomerID,Age,MaritalStatus,EducationLevel,Occupation,IncomeLevel,Location,MonthlyAverageBalance,NumberOfTransactionsPerMonth,ExistingBankProducts,InvestmentHorizon
19112,19113.0,18.0,Single,Bachelor's,Student,4111.0,Rural,4111.0,11.0,FD,Long-term
19113,19114.0,63.0,Married,Bachelor's,Retired,49118.0,Metro,49118.0,5.0,FD,Long-term
19114,19115.0,40.0,Married,Master's,Salaried,125565.0,Rural,125565.0,11.0,FD,Long-term
19115,19116.0,65.0,Married,Bachelor's,Retired,48713.0,Metro,48713.0,6.0,SIP,Mid-term
19116,19117.0,39.0,Married,Bachelor's,Homemaker,2765.0,Metro,2765.0,13.0,SIP,Long-term
19117,19118.0,49.0,Married,Master's,Business,198700.0,Rural,198700.0,16.0,SIP,Mid-term
19118,19119.0,57.0,Married,High School,Homemaker,23518.0,Rural,23518.0,2.0,Credit Card,Mid-term
19119,19120.0,53.0,Married,Bachelor's,Self-Employed,141158.0,Metro,141158.0,10.0,FD,Long-term
19120,19121.0,45.0,Married,High School,Business,287399.0,Rural,287399.0,18.0,FD,Long-term
19121,19122.0,65.0,Married,Bachelor's,Retired,49090.0,Rural,49090.0,5.0,SIP,Mid-term
19122,19123.0,34.0,Married,Bachelor's,Business,297509.0,SemiUrban,297509.0,15.0,FD,Long-term
19123,19124.0,32.0,Married,PhD,Salaried,127341.0,Rural,127341.0,10.0,FD,Long-term
19124,19125.0,64.0,Married,High School,Retired,30435.0,Rural,30435.0,4.0,SIP,Long-term
19125,19126.0,50.0,Married,High School,Homemaker,24135.0,SemiUrban,24135.0,3.0,SIP,Mid-term
19126,19127.0,52.0,Married,Bachelor's,Homemaker,21490.0,Metro,,4.0,SIP,Mid-term
19127,19128.0,25.0,Single,Bachelor's,Business,41665.0,Metro,41665.0,9.0,Credit Card,Long-term
19128,19129.0,38.0,Married,Bachelor's,Salaried,283875.0,Metro,283875.0,12.0,Loan,Mid-term
19129,19130.0,57.0,Married,High School,Salaried,130186.0,Metro,130186.0,10.0,FD,Long-term
19130,19131.0,40.0,Married,High School,Business,267098.0,SemiUrban,267098.0,11.0,FD,Long-term
19131,19132.0,23.0,Single,Bachelor's,Self-Employed,27838.0,Metro,27838.0,4.0,Credit Card,Short-term
19132,19133.0,28.0,Married,Master's,Salaried,33188.0,Rural,33188.0,6.0,FD,Long-term
19133,19134.0,42.0,Married,Master's,Homemaker,29902.0,Metro,29902.0,10.0,FD,Long-term
19134,19135.0,37.0,Single,Bachelor's,Self-Employed,182560.0,Metro,182560.0,16.0,FD,Long-term
19135,19136.0,64.0,Married,Bachelor's,Retired,44515.0,SemiUrban,44515.0,5.0,SIP,Mid-term
19136,19137.0,57.0,Married,Bachelor's,Salaried,108748.0,Metro,108748.0,7.0,FD,Long-term
19137,19138.0,72.0,Married,Bachelor's,Retired,43844.0,Rural,43844.0,4.0,Loan,Mid-term
19138,19139.0,60.0,Married,Bachelor's,Retired,50767.0,Rural,50767.0,6.0,Loan,Long-term
19139,19140.0,33.0,Married,Bachelor's,Self-Employed,239615.0,SemiUrban,239615.0,13.0,SIP,Short-term
19140,19141.0,20.0,Single,Bachelor's,Student,3098.0,SemiUrban,3098.0,13.0,Loan,Mid-term
19141,19142.0,65.0,Married,Bachelor's,Retired,55240.0,SemiUrban,55240.0,2.0,Credit Card,Mid-term
19142,19143.0,62.0,Married,Bachelor's,Retired,42747.0,SemiUrban,42747.0,4.0,SIP,Mid-term
19143,19144.0,34.0,Married,Master's,Others,104381.0,Rural,104381.0,15.0,FD,Long-term
19144,19145.0,37.0,Single,Master's,Salaried,267479.0,SemiUrban,267479.0,13.0,FD,Long-term
19145,19146.0,62.0,Married,Bachelor's,Retired,41249.0,SemiUrban,41249.0,4.0,FD,Long-term
19146,19147.0,71.0,Married,High School,Retired,43671.0,Metro,43671.0,3.0,FD,Long-term
19147,19148.0,23.0,Single,Bachelor's,Salaried,99763.0,Metro,99763.0,11.0,FD,Long-term
19148,19149.0,74.0,Married,Bachelor's,Retired,42034.0,Metro,42034.0,4.0,FD,Long-term
19149,19150.0,43.0,Married,Master's,Self-Employed,249105.0,SemiUrban,249105.0,10.0,FD,Long-term
19150,19151.0,53.0,Married,Bachelor's,Salaried,126231.0,SemiUrban,126231.0,11.0,FD,Long-term
19151,19152.0,65.0,Married,Bachelor's,Retired,41735.0,Rural,41735.0,6.0,FD,Long-term
19152,19153.0,31.0,Married,Bachelor's,Salaried,246908.0,SemiUrban,246908.0,11.0,FD,Long-term
19153,19154.0,22.0,Married,Master's,Student,4956.0,Rural,4956.0,12.0,Credit Card,Short-term
19154,19155.0,68.0,Married,High School,Retired,36901.0,SemiUrban,36901.0,5.0,SIP,Long-term
19155,19156.0,45.0,Married,High School,Salaried,81821.0,Metro,81821.0,12.0,FD,Long-term
19156,19157.0,21.0,Single,Bachelor's,Student,9546.0,Rural,9546.0,13.0,SIP,Short-term
19157,19158.0,64.0,Married,High School,Retired,56013.0,Metro,56013.0,4.0,Loan,Mid-term
19158,19159.0,55.0,Married,Bachelor's,Salaried,76794.0,Rural,76794.0,3.0,SIP,Mid-term
19159,19160.0,74.0,Married,High School,Retired,26299.0,Rural,26299.0,3.0,FD,Long-term
19160,19161.0,50.0,Married,High School,Business,113790.0,SemiUrban,113790.0,10.0,FD,Long-term
19161,19162.0,68.0,Married,High School,Retired,56579.0,Metro,56579.0,2.0,Credit Card,Mid-term
19162,19163.0,61.0,Married,Bachelor's,Retired,26754.0,Metro,26754.0,5.0,FD,Long-term
19163,19164.0,25.0,Single,Master's,Salaried,91495.0,Rural,91495.0,12.0,SIP,Mid-term
19164,19165.0,58.0,Married,High School,Homemaker,13111.0,Rural,13111.0,4.0,FD,Long-term
19165,19166.0,45.0,Married,Master's,Salaried,184622.0,SemiUrban,184622.0,13.0,SIP,Mid-term
19166,19167.0,28.0,Married,High School,Salaried,71039.0,Metro,71039.0,15.0,SIP,Short-term
19167,19168.0,63.0,Married,High School,Retired,57407.0,Rural,57407.0,5.0,FD,Long-term
19168,19169.0,18.0,Single,Bachelor's,Student,8413.0,Metro,8413.0,8.0,FD,Long-term
19169,19170.0,32.0,Married,PhD,Self-Employed,198243.0,Rural,198243.0,12.0,FD,Long-term
19170,19171.0,25.0,Single,Master's,Salaried,78774.0,Metro,78774.0,9.0,FD,Long-term
19171,19172.0,39.0,Married,Master's,Others,177665.0,Metro,177665.0,15.0,Loan,Long-term
19172,19173.0,26.0,Single,Master's,Salaried,34089.0,Metro,34089.0,13.0,Loan,Mid-term
19173,19174.0,30.0,Single,Bachelor's,Salaried,286265.0,Rural,286265.0,17.0,Credit Card,Short-term
19174,19175.0,37.0,Married,Bachelor's,Others,122302.0,Rural,122302.0,17.0,SIP,Short-term
19175,19176.0,68.0,Married,High School,Retired,52093.0,Metro,52093.0,2.0,FD,Long-term
19176,19177.0,42.0,Married,PhD,Salaried,181034.0,Metro,181034.0,13.0,Loan,Long-term
19177,19178.0,43.0,Married,PhD,Business,280306.0,SemiUrban,280306.0,13.0,SIP,Long-term
19178,19179.0,53.0,Married,Bachelor's,Salaried,146004.0,Metro,146004.0,6.0,SIP,Mid-term
19179,19180.0,54.0,Married,High School,Salaried,54374.0,SemiUrban,54374.0,6.0,FD,Long-term
19180,19181.0,42.0,Married,Bachelor's,Business,276080.0,Metro,276080.0,12.0,SIP,Mid-term
19181,19182.0,60.0,Married,Bachelor's,Retired,46242.0,SemiUrban,46242.0,4.0,FD,Long-term
19182,19183.0,41.0,Married,Bachelor's,Salaried,216720.0,Rural,216720.0,12.0,SIP,Mid-term
19183,19184.0,35.0,Married,Bachelor's,Salaried,98992.0,SemiUrban,98992.0,7.0,FD,Long-term
19184,19185.0,42.0,Married,Bachelor's,Salaried,272882.0,SemiUrban,272882.0,14.0,Credit Card,Long-term
19185,19186.0,34.0,Married,Bachelor's,Salaried,172151.0,Metro,172151.0,15.0,Credit Card,Mid-term
19186,19187.0,73.0,Married,High School,Retired,47676.0,SemiUrban,47676.0,7.0,FD,Long-term
19187,19188.0,25.0,Single,Master's,Salaried,50171.0,Metro,50171.0,19.0,SIP,Mid-term
19188,19189.0,54.0,Married,Bachelor's,Salaried,129989.0,SemiUrban,129989.0,6.0,SIP,Mid-term
19189,19190.0,50.0,Married,Bachelor's,Homemaker,31813.0,Rural,31813.0,6.0,FD,Long-term
19190,19191.0,30.0,Married,PhD,Salaried,231387.0,Rural,231387.0,18.0,FD,Long-term
19191,19192.0,40.0,Single,Master's,Self-Employed,236824.0,SemiUrban,236824.0,18.0,Credit Card,Long-term
19192,19193.0,34.0,Single,PhD,Others,171462.0,SemiUrban,171462.0,12.0,Loan,Short-term
19193,19194.0,66.0,Married,Bachelor's,Retired,49061.0,SemiUrban,49061.0,7.0,SIP,Mid-term
19194,19195.0,54.0,Married,High School,Salaried,71353.0,SemiUrban,71353.0,4.0,Loan,Mid-term
19195,19196.0,51.0,Married,High School,Salaried,135318.0,SemiUrban,135318.0,11.0,FD,Long-term
19196,19197.0,32.0,Married,Bachelor's,Business,232937.0,Rural,232937.0,15.0,FD,Long-term
19197,19198.0,69.0,Married,High School,Retired,44312.0,Rural,44312.0,5.0,FD,Long-term
19198,19199.0,61.0,Married,Bachelor's,Retired,36222.0,Metro,36222.0,5.0,FD,Long-term
19199,19200.0,42.0,Single,PhD,Salaried,199013.0,SemiUrban,199013.0,12.0,FD,Long-term
19200,19201.0,74.0,Married,High School,Retired,27308.0,SemiUrban,27308.0,7.0,FD,Long-term
19201,19202.0,45.0,Single,Bachelor's,Homemaker,34293.0,Metro,34293.0,9.0,Loan,Long-term
19202,19203.0,49.0,Married,Master's,Salaried,164840.0,Rural,164840.0,13.0,FD,Long-term
19203,19204.0,53.0,Married,Bachelor's,Salaried,89751.0,SemiUrban,89751.0,10.0,FD,Long-term
19204,19205.0,43.0,Married,PhD,Business,113913.0,Rural,113913.0,14.0,SIP,Mid-term
19205,19206.0,54.0,Married,Bachelor's,Salaried,64691.0,Rural,64691.0,6.0,SIP,Mid-term
19206,19207.0,55.0,Married,High School,Salaried,47929.0,Metro,47929.0,6.0,SIP,Mid-term
19207,19208.0,55.0,Married,High School,Salaried,136174.0,SemiUrban,136174.0,6.0,Loan,Long-term
19208,19209.0,46.0,Married,Bachelor's,Homemaker,24153.0,Metro,24153.0,5.0,FD,Long-term
19209,19210.0,24.0,Married,Bachelor's,Salaried,57270.0,Metro,57270.0,16.0,FD,Long-term
19210,19211.0,49.0,Married,Master's,Homemaker,4774.0,Rural,4774.0,12.0,FD,Long-term
19211,19212.0,67.0,Married,High School,Retired,23739.0,Rural,23739.0,4.0,SIP,Mid-term
19212,19213.0,52.0,Married,Bachelor's,Homemaker,11079.0,Metro,11079.0,6.0,FD,Long-term
19213,19214.0,26.0,Single,Master's,Salaried,86635.0,SemiUrban,86635.0,9.0,Loan,Mid-term
19214,19215.0,34.0,Married,Bachelor's,Homemaker,19676.0,SemiUrban,19676.0,14.0,FD,Long-term
19215,19216.0,42.0,Single,PhD,Business,98090.0,Rural,98090.0,9.0,SIP,Mid-term
19216,19217.0,49.0,Married,Bachelor's,Salaried,204950.0,Metro,204950.0,12.0,Loan,Long-term
19217,19218.0,69.0,Married,High School,Retired,27672.0,Rural,27672.0,2.0,SIP,Mid-term
19218,19219.0,40.0,Single,Bachelor's,Homemaker,24786.0,Metro,24786.0,12.0,Credit Card,Mid-term
19219,19220.0,47.0,Married,Bachelor's,Salaried,116320.0,Metro,116320.0,10.0,Loan,Long-term
19220,19221.0,39.0,Married,Bachelor's,Homemaker,16705.0,SemiUrban,16705.0,12.0,SIP,Long-term
19221,19222.0,59.0,Married,High School,Salaried,117194.0,Metro,117194.0,7.0,Credit Card,Mid-term
19222,19223.0,60.0,Married,Bachelor's,Retired,23924.0,SemiUrban,23924.0,6.0,Credit Card,Mid-term
19223,19224.0,63.0,Married,High School,Retired,24250.0,SemiUrban,24250.0,4.0,Credit Card,Long-term
19224,19225.0,22.0,Single,Bachelor's,Student,1240.0,Metro,1240.0,10.0,FD,Long-term
19225,19226.0,68.0,Married,High School,Retired,59287.0,Rural,59287.0,5.0,SIP,Mid-term
19226,19227.0,34.0,Married,Master's,Homemaker,29639.0,Metro,29639.0,13.0,SIP,Mid-term
19227,19228.0,65.0,Married,Bachelor's,Retired,31348.0,Rural,31348.0,4.0,FD,Long-term
19228,19229.0,27.0,Single,Bachelor's,Salaried,98473.0,Metro,98473.0,15.0,FD,Long-term
19229,19230.0,54.0,Married,Bachelor's,Salaried,89305.0,Rural,89305.0,8.0,FD,Long-term
19230,19231.0,37.0,Married,High School,Self-Employed,160733.0,Metro,160733.0,15.0,FD,Long-term
19231,19232.0,70.0,Married,High School,Retired,59515.0,Metro,59515.0,4.0,SIP,Mid-term
19232,19233.0,25.0,Single,Bachelor's,Salaried,58425.0,Metro,58425.0,14.0,Loan,Mid-term
19233,19234.0,54.0,Married,Bachelor's,Salaried,40244.0,Metro,40244.0,3.0,SIP,Mid-term
19234,19235.0,74.0,Married,High School,Retired,40627.0,Metro,40627.0,4.0,FD,Long-term
19235,19236.0,18.0,Married,High School,Student,8218.0,Rural,8218.0,3.0,FD,Long-term
19236,19237.0,48.0,Married,Bachelor's,Salaried,148578.0,Metro,148578.0,17.0,SIP,Long-term
19237,19238.0,27.0,Single,High School,Others,74872.0,SemiUrban,74872.0,8.0,SIP,Short-term
19238,19239.0,38.0,Single,Master's,Business,84804.0,Rural,84804.0,11.0,FD,Long-term
19239,19240.0,21.0,Single,Bachelor's,Student,9255.0,Rural,9255.0,2.0,SIP,Short-term
19240,19241.0,71.0,Married,High School,Retired,57264.0,SemiUrban,57264.0,7.0,Loan,Mid-term
19241,19242.0,31.0,Married,Bachelor's,Salaried,99351.0,Metro,99351.0,11.0,Credit Card,Mid-term
19242,19243.0,74.0,Married,High School,Retired,51534.0,SemiUrban,51534.0,3.0,FD,Long-term
19243,19244.0,35.0,Married,Master's,Homemaker,12682.0,Rural,12682.0,10.0,FD,Long-term
19244,19245.0,69.0,Married,High School,Retired,41704.0,SemiUrban,41704.0,4.0,FD,Long-term
19245,19246.0,39.0,Married,Master's,Salaried,276743.0,Metro,276743.0,13.0,Credit Card,Long-term
19246,19247.0,72.0,Married,High School,Retired,53564.0,SemiUrban,53564.0,6.0,Loan,Mid-term
19247,19248.0,31.0,Single,Bachelor's,Salaried,255398.0,SemiUrban,255398.0,19.0,FD,Long-term
19248,19249.0,47.0,Single,Master's,Salaried,236528.0,Rural,236528.0,12.0,Loan,Long-term
19249,19250.0,27.0,Single,Master's,Salaried,65794.0,Metro,65794.0,8.0,FD,Long-term
19250,19251.0,70.0,Married,High School,Retired,28760.0,Metro,28760.0,4.0,Loan,Mid-term
19251,19252.0,55.0,Married,High School,Self-Employed,99471.0,Metro,99471.0,10.0,Loan,Mid-term
19252,19253.0,60.0,Married,High School,Retired,47667.0,Metro,47667.0,6.0,FD,Long-term
19253,19254.0,51.0,Married,Bachelor's,Salaried,93271.0,SemiUrban,93271.0,8.0,SIP,Mid-term
19254,19255.0,39.0,Married,Bachelor's,Salaried,185333.0,SemiUrban,185333.0,15.0,Credit Card,Long-term
19255,19256.0,61.0,Married,High School,Retired,42526.0,Rural,42526.0,6.0,FD,Long-term
19256,19257.0,71.0,Married,Bachelor's,Retired,22075.0,SemiUrban,22075.0,5.0,FD,Long-term
19257,19258.0,18.0,Single,Bachelor's,Student,4121.0,Metro,4121.0,7.0,SIP,Mid-term
19258,19259.0,69.0,Married,Bachelor's,Retired,36890.0,SemiUrban,36890.0,7.0,FD,Long-term
19259,19260.0,46.0,Married,Bachelor's,Salaried,170598.0,Metro,170598.0,10.0,FD,Long-term
19260,19261.0,61.0,Married,Bachelor's,Retired,31998.0,Metro,31998.0,5.0,FD,Long-term
19261,19262.0,58.0,Married,High School,Salaried,85874.0,Rural,85874.0,7.0,FD,Long-term
19262,19263.0,50.0,Married,Bachelor's,Salaried,140038.0,Metro,140038.0,7.0,Loan,Mid-term
19263,19264.0,68.0,Married,Bachelor's,Retired,57431.0,Rural,57431.0,7.0,Loan,Long-term
19264,19265.0,50.0,Married,High School,Salaried,82920.0,Metro,82920.0,11.0,FD,Long-term
19265,19266.0,33.0,Married,Master's,Business,161285.0,Metro,161285.0,16.0,FD,Long-term
19266,19267.0,68.0,Married,Bachelor's,Retired,39011.0,Metro,39011.0,6.0,Credit Card,Mid-term
19267,19268.0,50.0,Married,Bachelor's,Salaried,53682.0,SemiUrban,53682.0,7.0,SIP,Mid-term
19268,19269.0,19.0,Single,Bachelor's,Student,7754.0,Metro,7754.0,2.0,SIP,Short-term
19269,19270.0,53.0,Married,Bachelor's,Others,102921.0,SemiUrban,102921.0,10.0,FD,Long-term
19270,19271.0,44.0,Single,Master's,Salaried,253748.0,Metro,253748.0,19.0,FD,Long-term
19271,19272.0,22.0,Single,Bachelor's,Student,7336.0,SemiUrban,7336.0,3.0,SIP,Mid-term
19272,19273.0,33.0,Married,Bachelor's,Others,193464.0,SemiUrban,193464.0,13.0,Credit Card,Mid-term
19273,19274.0,18.0,Single,Bachelor's,Student,4545.0,Rural,4545.0,14.0,Loan,Short-term
19274,19275.0,19.0,Single,Bachelor's,Student,3860.0,Metro,3860.0,12.0,FD,Long-term
19275,19276.0,46.0,Married,Bachelor's,Salaried,292991.0,SemiUrban,292991.0,14.0,SIP,Long-term
19276,19277.0,46.0,Married,Bachelor's,Salaried,219577.0,Rural,219577.0,15.0,SIP,Mid-term
19277,19278.0,69.0,Married,High School,Retired,47344.0,Metro,47344.0,2.0,SIP,Mid-term
19278,19279.0,38.0,Single,Bachelor's,Self-Employed,295058.0,Metro,295058.0,19.0,FD,Long-term
19279,19280.0,34.0,Married,Bachelor's,Salaried,265630.0,Rural,265630.0,13.0,FD,Long-term
19280,19281.0,33.0,Married,PhD,Salaried,141232.0,Metro,141232.0,14.0,FD,Long-term
19281,19282.0,45.0,Married,Master's,Salaried,156859.0,Rural,156859.0,15.0,FD,Long-term
19282,19283.0,69.0,Married,Bachelor's,Retired,51927.0,Rural,51927.0,5.0,Credit Card,Mid-term
19283,19284.0,20.0,Single,Bachelor's,Student,3328.0,Metro,3328.0,8.0,Credit Card,Mid-term
19284,19285.0,45.0,Single,Bachelor's,Salaried,233485.0,Rural,233485.0,13.0,Loan,Long-term
19285,19286.0,62.0,Married,Bachelor's,Retired,34064.0,Metro,34064.0,4.0,Loan,Mid-term
19286,19287.0,66.0,Married,High School,Retired,53559.0,SemiUrban,53559.0,4.0,Loan,Mid-term
19287,19288.0,61.0,Married,High School,Retired,47675.0,Rural,47675.0,5.0,FD,Long-term
19288,19289.0,70.0,Married,High School,Retired,53925.0,Rural,53925.0,5.0,FD,Long-term
19289,19290.0,59.0,Married,High School,Salaried,81829.0,Metro,81829.0,11.0,FD,Long-term
19290,19291.0,40.0,Married,Bachelor's,Salaried,131672.0,Metro,131672.0,14.0,Loan,Mid-term
19291,19292.0,23.0,Single,Bachelor's,Business,93742.0,Metro,93742.0,7.0,Loan,Mid-term
19292,19293.0,53.0,Married,Bachelor's,Homemaker,1223.0,Metro,1223.0,2.0,SIP,Mid-term
19293,19294.0,46.0,Single,Master's,Self-Employed,135742.0,Metro,135742.0,11.0,FD,Long-term
19294,19295.0,23.0,Single,Bachelor's,Self-Employed,91438.0,Rural,91438.0,12.0,Loan,Mid-term
19295,19296.0,36.0,Married,Bachelor's,Business,235267.0,SemiUrban,235267.0,19.0,Credit Card,Short-term
19296,19297.0,51.0,Married,High School,Business,134519.0,Rural,134519.0,10.0,FD,Long-term
19297,19298.0,20.0,Single,Bachelor's,Student,6939.0,Metro,6939.0,6.0,FD,Long-term
19298,19299.0,48.0,Single,Bachelor's,Salaried,138631.0,Metro,138631.0,14.0,FD,Long-term
19299,19300.0,59.0,Married,Bachelor's,Others,134841.0,Rural,134841.0,10.0,FD,Long-term
19300,19301.0,19.0,Single,Bachelor's,Student,5353.0,Rural,5353.0,11.0,FD,Long-term
19301,19302.0,60.0,Married,High School,Retired,52593.0,Rural,52593.0,7.0,SIP,Mid-term
19302,19303.0,68.0,Married,Bachelor's,Retired,22809.0,Metro,22809.0,2.0,Credit Card,Mid-term
19303,19304.0,67.0,Married,Bachelor's,Retired,27467.0,Metro,27467.0,2.0,Credit Card,Long-term
19304,19305.0,18.0,Single,Bachelor's,Student,6045.0,SemiUrban,6045.0,5.0,SIP,Mid-term
19305,19306.0,42.0,Married,PhD,Business,187408.0,Metro,187408.0,17.0,Credit Card,Mid-term
19306,19307.0,68.0,Married,High School,Retired,43102.0,Rural,43102.0,4.0,FD,Long-term
19307,19308.0,52.0,Married,High School,Salaried,43647.0,Rural,43647.0,3.0,Loan,Long-term
19308,19309.0,49.0,Married,Bachelor's,Self-Employed,246827.0,SemiUrban,246827.0,13.0,FD,Long-term
19309,19310.0,37.0,Married,Master's,Salaried,88933.0,Rural,88933.0,14.0,FD,Long-term
19310,19311.0,65.0,Married,Bachelor's,Retired,31933.0,Metro,31933.0,7.0,FD,Long-term
19311,19312.0,18.0,Single,Bachelor's,Student,2629.0,Metro,2629.0,11.0,FD,Long-term
19312,19313.0,29.0,Married,Master's,Salaried,29888.0,Metro,29888.0,2.0,FD,Long-term
19313,19314.0,71.0,Married,Bachelor's,Retired,22716.0,SemiUrban,22716.0,2.0,FD,Long-term
19314,19315.0,29.0,Married,Bachelor's,Self-Employed,93478.0,Metro,93478.0,16.0,FD,Long-term
19315,19316.0,51.0,Married,High School,Salaried,80724.0,SemiUrban,80724.0,9.0,SIP,Mid-term
19316,19317.0,34.0,Married,Bachelor's,Salaried,159049.0,Metro,159049.0,14.0,FD,Long-term
19317,19318.0,42.0,Married,Bachelor's,Salaried,122968.0,Metro,122968.0,9.0,Loan,Mid-term
19318,19319.0,59.0,Married,High School,Salaried,111337.0,Metro,111337.0,8.0,FD,Long-term
19319,19320.0,38.0,Single,Bachelor's,Homemaker,47290.0,Metro,47290.0,5.0,SIP,Long-term
19320,19321.0,71.0,Married,High School,Retired,49264.0,Metro,49264.0,2.0,Credit Card,Long-term
19321,19322.0,71.0,Married,Bachelor's,Retired,54784.0,Metro,54784.0,6.0,FD,Long-term
19322,19323.0,36.0,Married,Bachelor's,Salaried,283632.0,Metro,283632.0,19.0,FD,Long-term
19323,19324.0,61.0,Married,Bachelor's,Retired,54022.0,SemiUrban,54022.0,7.0,SIP,Mid-term
19324,19325.0,74.0,Married,High School,Retired,50476.0,SemiUrban,50476.0,4.0,FD,Long-term
19325,19326.0,23.0,Single,Master's,Self-Employed,54967.0,Rural,54967.0,12.0,SIP,Short-term
19326,19327.0,39.0,Married,Master's,Salaried,297333.0,SemiUrban,297333.0,12.0,SIP,Mid-term
19327,19328.0,46.0,Married,Master's,Salaried,204484.0,Metro,204484.0,17.0,SIP,Long-term
19328,19329.0,24.0,Single,Master's,Salaried,58972.0,Metro,58972.0,12.0,FD,Long-term
19329,19330.0,21.0,Single,Bachelor's,Student,8730.0,SemiUrban,8730.0,11.0,Loan,Long-term
19330,19331.0,63.0,Married,High School,Retired,30113.0,Metro,30113.0,2.0,FD,Long-term
19331,19332.0,30.0,Married,Master's,Salaried,80452.0,Metro,80452.0,6.0,Credit Card,Long-term
19332,19333.0,68.0,Married,Bachelor's,Retired,57194.0,SemiUrban,57194.0,6.0,FD,Long-term
19333,19334.0,32.0,Married,Bachelor's,Business,158829.0,SemiUrban,158829.0,10.0,FD,Long-term
19334,19335.0,20.0,Single,Bachelor's,Student,8410.0,SemiUrban,8410.0,13.0,Credit Card,Mid-term
19335,19336.0,49.0,Married,Master's,Self-Employed,242273.0,Metro,242273.0,15.0,FD,Long-term
19336,19337.0,43.0,Married,Master's,Salaried,191726.0,Rural,191726.0,9.0,Credit Card,Mid-term
19337,19338.0,39.0,Married,Bachelor's,Self-Employed,200442.0,Rural,200442.0,12.0,Loan,Long-term
19338,19339.0,40.0,Married,Bachelor's,Salaried,294686.0,Rural,294686.0,14.0,Loan,Mid-term
19339,19340.0,29.0,Married,Bachelor's,Salaried,64321.0,Metro,64321.0,18.0,FD,Long-term
19340,19341.0,25.0,Single,Master's,Salaried,80883.0,Rural,80883.0,19.0,FD,Long-term
19341,19342.0,63.0,Married,High School,Retired,30925.0,SemiUrban,30925.0,4.0,FD,Long-term
19342,19343.0,58.0,Married,Bachelor's,Salaried,142420.0,Rural,142420.0,5.0,SIP,Mid-term
19343,19344.0,51.0,Married,Bachelor's,Business,106761.0,Metro,106761.0,9.0,FD,Long-term
19344,19345.0,19.0,Single,Bachelor's,Student,5836.0,Metro,5836.0,14.0,FD,Long-term
19345,19346.0,41.0,Married,PhD,Others,245432.0,Metro,245432.0,19.0,Loan,Mid-term
19346,19347.0,18.0,Single,Bachelor's,Student,8692.0,Metro,8692.0,2.0,Credit Card,Long-term
19347,19348.0,18.0,Single,Bachelor's,Student,1540.0,SemiUrban,1540.0,9.0,FD,Long-term
19348,19349.0,42.0,Married,Bachelor's,Salaried,139859.0,SemiUrban,139859.0,17.0,SIP,Mid-term
19349,19350.0,48.0,Married,Bachelor's,Salaried,167838.0,SemiUrban,167838.0,17.0,Loan,Long-term
19350,19351.0,44.0,Married,PhD,Homemaker,4042.0,SemiUrban,4042.0,5.0,Loan,Mid-term
19351,19352.0,63.0,Married,High School,Retired,28440.0,Rural,28440.0,4.0,SIP,Mid-term
19352,19353.0,54.0,Married,High School,Self-Employed,60788.0,Rural,60788.0,8.0,SIP,Long-term
19353,19354.0,56.0,Married,High School,Self-Employed,69880.0,Metro,69880.0,5.0,FD,Long-term
19354,19355.0,21.0,Single,Bachelor's,Student,5234.0,Rural,5234.0,11.0,FD,Long-term
19355,19356.0,67.0,Married,High School,Retired,35847.0,Rural,35847.0,6.0,FD,Long-term
19356,19357.0,59.0,Married,High School,Salaried,77423.0,SemiUrban,77423.0,7.0,FD,Long-term
19357,19358.0,21.0,Single,Bachelor's,Student,9567.0,SemiUrban,9567.0,7.0,FD,Long-term
19358,19359.0,42.0,Married,Master's,Others,271471.0,Rural,271471.0,10.0,FD,Long-term
19359,19360.0,23.0,Single,Master's,Homemaker,5905.0,SemiUrban,5905.0,7.0,SIP,Short-term
19360,19361.0,49.0,Married,Master's,Salaried,162860.0,Metro,162860.0,17.0,FD,Long-term
19361,19362.0,43.0,Married,Bachelor's,Salaried,152549.0,Metro,152549.0,17.0,FD,Long-term
19362,19363.0,56.0,Married,Bachelor's,Homemaker,48678.0,SemiUrban,48678.0,6.0,FD,Long-term
19363,19364.0,38.0,Single,Bachelor's,Salaried,219107.0,Metro,219107.0,15.0,FD,Long-term
19364,19365.0,27.0,Single,Master's,Salaried,78991.0,SemiUrban,78991.0,16.0,FD,Long-term
19365,19366.0,23.0,Married,Bachelor's,Salaried,45841.0,Metro,45841.0,9.0,SIP,Short-term
19366,19367.0,40.0,Single,Master's,Salaried,172240.0,Rural,172240.0,13.0,FD,Long-term
19367,19368.0,42.0,Married,Bachelor's,Business,287497.0,SemiUrban,287497.0,19.0,Credit Card,Long-term
19368,19369.0,46.0,Single,Master's,Business,258695.0,Rural,258695.0,18.0,FD,Long-term
19369,19370.0,45.0,Single,High School,Homemaker,12283.0,Rural,12283.0,9.0,FD,Long-term
19370,19371.0,25.0,Married,Bachelor's,Business,59137.0,Metro,59137.0,16.0,Credit Card,Mid-term
19371,19372.0,29.0,Married,Bachelor's,Salaried,86150.0,SemiUrban,86150.0,13.0,FD,Long-term
19372,19373.0,43.0,Married,Bachelor's,Self-Employed,103431.0,Rural,103431.0,12.0,FD,Long-term
19373,19374.0,41.0,Married,Master's,Salaried,242044.0,Rural,242044.0,17.0,Loan,Mid-term
19374,19375.0,37.0,Married,Bachelor's,Business,281000.0,Metro,281000.0,18.0,Credit Card,Mid-term
